kanji	kanken	jlpt	wanikani	grade	frequency	kunyomi	onyomi	meanings
兵	7	N2	WK17	G4	FQ522	つわもの	へい,ひょう	Soldier,Private,Troops,Army,Warfare,Strategy,Tactics
器	7	N1	WK13	G4	FQ525	うつわ	き	Utensil,Vessel,Receptacle,Implement,Instrument,Ability,Container,Tool,Set
士	7	N1	WK13	G4	FQ526	さむらい	し	Gentleman,Scholar,Samurai,Samurai Radical (no. 33)
積	7	N3	WK29	G4	FQ541	つ.む,-づ.み,つ.もる,つ.もり	せき	Volume,Product (x*y),Acreage,Contents,Pile Up,Stack,Load,Amass
録	7	N2	WK28	G4	FQ546	しる.す,と.る	ろく	Record
省	7	N2	WK21	G4	FQ548	かえり.みる,はぶ.く	せい,しょう	Focus,Government Ministry,Conserve
周	7	N2	WK14	G4	FQ562	まわ.り	しゅう	Circumference,Circuit,Lap
材	7	N2	WK14	G4	FQ565		ざい	Lumber,Log,Timber,Wood,Materials,Ingredients,Talent
健	7	N1	WK27	G4	FQ572	すこ.やか	けん	Healthy,Health,Strength,Persistence
飛	7	N3	WK20	G4	FQ580	と.ぶ,と.ばす,-と.ばす	ひ	Fly,Skip (pages),Scatter
殺	7	N3	WK13	G4	FQ581	ころ.す,-ごろ.し,そ.ぐ	さつ,さい,せつ	Kill,Murder,Butcher,Slice Off,Split,Diminish,Reduce,Spoil
単	7	N3	WK15	G4	FQ586	ひとえ	たん	Simple,One,Single,Merely
完	7	N3	WK14	G4	FQ595		かん	Perfect,Completion,End
隊	7	N1	WK28	G4	FQ605		たい	Regiment,Party,Company,Squad
競	7	N2	WK11	G4	FQ610	きそ.う,せ.る,くら.べる	きょう,けい	Emulate,Compete With,Bid,Sell At Auction,Bout,Contest,Race
給	7	N3	WK27	G4	FQ615	たま.う,たも.う,-たま.え	きゅう	Salary,Wage,Gift,Allow,Grant,Bestow On
歴	7	N2	WK19	G4	FQ632		れき,れっき	Curriculum,Continuation,Passage Of Time
辞	7	N3	WK16	G4	FQ633	や.める,いな.む	じ	Resign,Word,Term,Expression
愛	7	N3	WK17	G4	FQ640	いと.しい,かな.しい,め.でる,お.しむ,まな	あい	Love,Affection,Favourite
未	7	N3	WK7	G4	FQ650	いま.だ,ま.だ,ひつじ	み,び	Un-,Not Yet,Hitherto,Still,Even Now,Sign Of The Ram,1-3pm,Eighth Sign Of Chinese Zodiac
航	7	N2	WK29	G4	FQ665		こう	Navigate,Sail,Cruise,Fly
冷	7	N3	WK28	G4	FQ667	つめ.たい,ひ.える,ひ.や,ひ.ややか,ひ.やす,ひ.やかす,さ.める,さ.ます	れい	Cool,Cold (beer, Person),Chill
類	7	N3	WK18	G4	FQ678	たぐ.い	るい	Sort,Kind,Variety,Class,Genus
児	7	N2	WK28	G4	FQ679	こ,-こ,-っこ	じ,に,げい	Newborn Babe,Child,Young Of Animals
印	7	N2	WK26	G4	FQ682	しるし,-じるし,しる.す	いん	Stamp,Seal,Mark,Imprint,Symbol,Emblem,Trademark,Evidence,Souvenir,India
標	7	N1	WK13	G4	FQ686	しるべ,しるし	ひょう	Signpost,Seal,Mark,Stamp,Imprint,Symbol,Emblem,Trademark,Evidence,Souvenir,Target
輪	7	N2	WK13	G4	FQ693	わ	りん	Wheel,Ring,Circle,Link,Loop,Counter For Wheels And Flowers
熱	7	N3	WK13	G4	FQ700	あつ.い	ねつ	Heat,Temperature,Fever,Mania,Passion
清	7	N2	WK28	G4	FQ705	きよ.い,きよ.まる,きよ.める	せい,しょう,しん	Pure,Purify,Cleanse,Exorcise,Manchu Dynasty
覚	7	N3	WK17	G4	FQ710	おぼ.える,さ.ます,さ.める,さと.る	かく	Memorize,Learn,Remember,Awake,Sober Up
億	7	N2	WK13	G4	FQ716		おく	Hundred Million,10**8
芸	7	N2	WK14	G4	FQ719	う.える,のり,わざ	げい,うん	Technique,Art,Craft,Performance,Acting,Trick,Stunt
便	7	N3	WK11	G4	FQ729	たよ.り	べん,びん	Convenience,Facility,Excrement,Feces,Letter,Chance
停	7	N2	WK23	G4	FQ733	と.める,と.まる	てい	Halt,Stopping
陸	7	N2	WK31	G4	FQ736	おか	りく,ろく	Land,Six
帯	7	N2	WK31	G4	FQ746	お.びる,おび	たい	Sash,Belt,Obi,Zone,Region
努	7	N3	WK11	G4	FQ749	つと.める	ど	Toil,Diligent,As Much As Possible
固	7	N2	WK14	G4	FQ750	かた.める,かた.まる,かた.まり,かた.い	こ	Harden,Set,Clot,Curdle
散	7	N3	WK31	G4	FQ758	ち.る,ち.らす,-ち.らす,ち.らかす,ち.らかる,ち.らばる,ばら,ばら.ける	さん	Scatter,Disperse,Spend,Squander
司	7	N1	WK15	G4	FQ759	つかさど.る	し	Director,Official,Govt Office,Rule,Administer
康	7	N1	WK27	G4	FQ760		こう	Ease,Peace
静	7	N3	WK18	G4	FQ764	しず-,しず.か,しず.まる,しず.める	せい,じょう	Quiet
喜	7	N3	WK17	G4	FQ769	よろこ.ぶ,よろこ.ばす	き	Rejoice,Take Pleasure In
囲	7	N2	WK14	G4	FQ771	かこ.む,かこ.う,かこ.い	い	Surround,Besiege,Store,Paling,Enclosure,Encircle,Preserve,Keep
卒	7	N2	WK14	G4	FQ772	そっ.する,お.える,お.わる,ついに,にわか	そつ,しゅつ	Graduate,Soldier,Private,Die
順	7	N2	WK19	G4	FQ779		じゅん	Obey,Order,Turn,Right,Docility,Occasion
紀	7	N1	WK15	G4	FQ780		き	Chronicle,Account,Narrative,History,Annals,Geologic Period
博	7	N1	WK28	G4	FQ794		はく,ばく	Dr.,Command,Esteem,Win Acclaim,Ph.d.,Exposition,Fair
救	7	N1	WK31	G4	FQ799	すく.う	きゅう	Salvation,Save,Help,Rescue,Reclaim
老	7	N3	WK11	G4	FQ803	お.いる,ふ.ける	ろう	Old Man,Old Age,Grow Old
令	7	N2	WK11	G4	FQ804		れい	Orders,Ancient Laws,Command,Decree
徒	7	N3	WK19	G4	FQ817	いたずら,あだ	と	On Foot,Junior,Emptiness,Vanity,Futility,Uselessness,Ephemeral Thing,Gang,Set,Party,People
貨	7	N2	WK31	G4	FQ822	たから	か	Freight,Goods,Property
季	7	N2	WK14	G4	FQ842		き	Seasons
功	7	N1	WK11	G4	FQ857	いさお	こう,く	Achievement,Merits,Success,Honor,Credit
欠	7	N3	WK7	G4	FQ860	か.ける,か.く	けつ,けん	Lack,Gap,Fail,Yawning Radical (no. 76)
底	7	N2	WK17	G4	FQ867	そこ	てい	Bottom,Sole,Depth,Bottom Price,Base,Kind,Sort
養	7	N1	WK13	G4	FQ888	やしな.う	よう,りょう	Foster,Bring Up,Rear,Develop,Nurture
街	7	N1	WK29	G4	FQ891	まち	がい,かい	Boulevard,Street,Town
願	7	N3	WK13	G4	FQ894	ねが.う,-ねがい	がん	Petition,Request,Vow,Wish,Hope
希	7	N2	WK14	G4	FQ896	まれ	き,け	Hope,Beg,Request,Pray,Beseech,Greece,Dilute (acid),Rare,Few,Phenomenal
笑	7	N3	WK16	G4	FQ913	わら.う,え.む	しょう	Laugh
束	7	N3	WK14	G4	FQ918	たば,たば.ねる,つか,つか.ねる	そく	Bundle,Sheaf,Ream,Tie In Bundles,Govern,Manage,Control
仲	7	N2	WK11	G4	FQ919	なか	ちゅう	Go-between,Relationship
栄	7	N2	WK17	G4	FQ920	さか.える,は.え,-ば.え,は.える,え	えい,よう	Flourish,Prosperity,Honor,Glory,Splendor
札	7	N2	WK7	G4	FQ921	ふだ	さつ	Tag,Paper Money,Counter For Bonds,Placard,Bid
借	7	N4	WK18	G4	FQ932	か.りる	しゃく	Borrow,Rent
節	7	N1	WK19	G4	FQ934	ふし,-ぶし,のっと	せつ,せち	Node,Season,Period,Occasion,Verse,Clause,Stanza,Honor,Joint,Knuckle,Knob,Knot,Tune,Melody
包	7	N2	WK41	G4	FQ954	つつ.む,くる.む	ほう	Wrap,Pack Up,Cover,Conceal
折	7	N3	WK14	G4	FQ962	お.る,おり,お.り,-お.り,お.れる	せつ,しゃく	Fold,Break,Fracture,Bend,Yield,Submit
郡	7	N1	WK51	G4	FQ965	こおり	ぐん	County,District
焼	7	N2	WK18	G4	FQ982	や.く,や.き,や.き-,-や.き,や.ける	しょう	Bake,Burning
照	7	N2	WK30	G4	FQ1004	て.る,て.らす,て.れる	しょう	Illuminate,Shine,Compare,Bashful
堂	7	N4	WK17	G4	FQ1010		どう	Public Chamber,Hall
飯	7	N4	WK15	G4	FQ1046	めし	はん	Meal,Boiled Rice
典	7	N1	WK16	G4	FQ1055		てん,でん	Code,Ceremony,Law,Rule
漁	7	N2	WK37	G4	FQ1094	あさ.る	ぎょ,りょう	Fishing,Fishery
貯	7	N2	WK26	G4	FQ1100	た.める,たくわ.える	ちょ	Savings,Store,Lay In,Keep,Wear Mustache
倉	7	N1	WK31	G4	FQ1114	くら	そう	Godown,Warehouse,Storehouse,Cellar,Treasury
唱	7	N1	WK40	G4	FQ1123	とな.える	しょう	Chant,Recite,Call Upon,Yell
訓	7	N2	WK18	G4	FQ1134	おし.える,よ.む,くん.ずる	くん,きん	Instruction,Japanese Character Reading,Explanation,Read
浴	7	N2	WK16	G4	FQ1136	あ.びる,あ.びせる	よく	Bathe,Be Favored With,Bask In
塩	7	N2	WK17	G4	FQ1148	しお	えん	Salt
兆	7	N2	WK37	G4	FQ1174	きざ.す,きざ.し	ちょう	Portent,10**12,Trillion,Sign,Omen,Symptoms
祝	7	N2	WK24	G4	FQ1184	いわ.う	しゅく,しゅう	Celebrate,Congratulate
旗	7	N1	WK30	G4	FQ1190	はた	き	National Flag,Banner,Standard
衣	7	N2	WK41	G4	FQ1214	ころも,きぬ,-ぎ	い,え	Garment,Clothes,Dressing
梅	7	N1	WK17	G4	FQ1232	うめ	ばい	Plum
臣	7	N2	WK29	G4	FQ1249		しん,じん	Retainer,Subject
浅	7	N2	WK15	G4	FQ1253	あさ.い	せん	Shallow,Superficial,Frivolous,Wretched,Shameful
勇	7	N2	WK15	G4	FQ1319	いさ.む	ゆう	Courage,Cheer Up,Be In High Spirits,Bravery,Heroism
械	7	N2	WK20	G4	FQ1321	かせ	かい	Contraption,Fetter,Machine,Instrument
菜	7	N2	WK31	G4	FQ1327	な	さい	Vegetable,Side Dish,Greens
刷	7	N2	WK43	G4	FQ1352	す.る,-ず.り,-ずり,は.く	さつ	Printing,Print,Brush
牧	7	N1	WK43	G4	FQ1360	まき	ぼく	Breed,Care For,Shepherd,Feed,Pasture
泣	7	N1	WK15	G4	FQ1380	な.く	きゅう	Cry,Weep,Moan
孫	7	N2	WK31	G4	FQ1388	まご	そん	Grandchild,Descendants
毒	7	N2	WK15	G4	FQ1419		どく	Poison,Virus,Venom,Germ,Harm,Injury,Spite
径	7	N1	WK31	G4	FQ1435	みち,こみち,さしわたし,ただちに	けい	Diameter,Path,Method
脈	7	N1	WK31	G4	FQ1477	すじ	みゃく	Vein,Pulse,Hope
粉	7	N2	WK31	G4	FQ1484	デシメートル,こ,こな	ふん	Flour,Powder,Dust
鏡	7	N1	WK13	G4	FQ1506	かがみ	きょう,けい	Mirror,Speculum,Barrel-head,Round Rice-cake Offering
巣	7	N1	WK31	G4	FQ1588	す,す.くう	そう	Nest,Rookery,Hive,Cobweb,Den
灯	7	N2	WK48	G4	FQ1605	ひ,ほ-,ともしび,とも.す,あかり	とう	Lamp,A Light,Light,Counter For Lights
胃	7	N2	WK27	G4	FQ1647		い	Stomach,Paunch,Crop,Craw
芽	7	N1	WK44	G4	FQ1691	め	が	Bud,Sprout,Spear,Germ
腸	7	N1	WK57	G4	FQ1807	はらわた,わた	ちょう	Intestines,Guts,Bowels,Viscera
政	6	N3	WK16	G5	FQ17	まつりごと,まん	せい,しょう	Politics,Government
経	6	N3	WK20	G5	FQ79	へ.る,た.つ,たていと,はか.る,のり	けい,きょう,きん	Sutra,Longitude,Pass Thru,Expire,Warp
現	6	N3	WK23	G5	FQ85	あらわ.れる,あらわ.す,うつつ,うつ.つ	げん	Present,Existing,Actual
性	6	N3	WK14	G5	FQ104	さが	せい,しょう	Sex,Gender,Nature
制	6	N3	WK21	G5	FQ108		せい	System,Law,Rule
務	6	N3	WK21	G5	FQ111	つと.める	む	Task,Duties
統	6	N1	WK22	G5	FQ125	す.べる,ほび.る	とう	Overall,Relationship,Ruling,Governing
総	6	N2	WK21	G5	FQ129	す.べて,すべ.て,ふさ	そう	General,Whole,All,Full,Total
領	6	N2	WK22	G5	FQ138	えり	りょう	Jurisdiction,Dominion,Territory,Fief,Reign
設	6	N2	WK21	G5	FQ145	もう.ける	せつ	Establishment,Provision,Prepare
保	6	N1	WK9	G5	FQ146	たも.つ	ほ,ほう	Protect,Guarantee,Keep,Preserve,Sustain,Support
支	6	N3	WK8	G5	FQ159	ささ.える,つか.える,か.う	し	Branch,Support,Sustain,Branch Radical (no. 65)
報	6	N3	WK18	G5	FQ167	むく.いる	ほう	Report,News,Reward,Retribution
解	6	N3	WK21	G5	FQ176	と.く,と.かす,と.ける,ほど.く,ほど.ける,わか.る,さと.る	かい,げ	Unravel,Notes,Key,Explanation,Understanding,Untie,Undo,Solve,Answer,Cancel,Absolve,Explain,Minute
資	6	N3	WK21	G5	FQ179		し	Assets,Resources,Capital,Funds,Data,Be Conducive To,Contribute To
際	6	N3	WK21	G5	FQ183	きわ,-ぎわ	さい	Occasion,Side,Edge,Verge,Dangerous,Adventurous,Indecent,Time,When
査	6	N2	WK21	G5	FQ184		さ	Investigate
判	6	N3	WK21	G5	FQ197	わか.る	はん,ばん	Judgement,Signature,Stamp,Seal
在	6	N3	WK20	G5	FQ211	あ.る	ざい	Exist,Outskirts,Suburbs,Located In
件	6	N3	WK21	G5	FQ212	くだん	けん	Affair,Case,Matter,Item
団	6	N2	WK19	G5	FQ213	かたまり,まる.い	だん,とん	Group,Association
任	6	N3	WK21	G5	FQ217	まか.せる,まか.す	にん	Responsibility,Duty,Term,Entrust To,Appoint
増	6	N3	WK21	G5	FQ231	ま.す,ま.し,ふ.える,ふ.やす	ぞう	Increase,Add,Augment,Gain,Promote
情	6	N3	WK13	G5	FQ235	なさ.け	じょう,せい	Feelings,Emotion,Passion,Sympathy,Circumstances,Facts
示	6	N3	WK22	G5	FQ237	しめ.す	じ,し	Show,Indicate,Point Out,Express,Display
基	6	N1	WK14	G5	FQ241	もと,もとい	き	Fundamentals,Radical (chem),Counter For Machines,Foundation
価	6	N1	WK22	G5	FQ250	あたい	か,け	Value,Price
確	6	N3	WK20	G5	FQ252	たし.か,たし.かめる	かく,こう	Assurance,Firm,Tight,Hard,Solid,Confirm,Clear,Evident
提	6	N1	WK22	G5	FQ254	さ.げる	てい,ちょう,だい	Propose,Take Along,Carry In Hand
勢	6	N2	WK22	G5	FQ260	いきお.い,はずみ	せい,ぜい	Forces,Energy,Military Strength
減	6	N2	WK19	G5	FQ261	へ.る,へ.らす	げん	Dwindle,Decrease,Reduce,Decline,Curtail,Get Hungry
容	6	N3	WK19	G5	FQ264	い.れる	よう	Contain,Form,Looks
応	6	N1	WK22	G5	FQ266	あた.る,まさに,こた.える	おう,よう,-のう	Apply,Answer,Yes,Ok,Reply,Accept
演	6	N3	WK23	G5	FQ267		えん	Performance,Act,Play,Render,Stage
能	6	N3	WK14	G5	FQ273	よ.く	のう	Ability,Talent,Skill,Capacity
再	6	N2	WK26	G5	FQ275	ふたた.び	さい,さ	Again,Twice,Second Time
格	6	N3	WK14	G5	FQ281		かく,こう,きゃく,ごう	Status,Rank,Capacity,Character,Case (law, Grammar)
過	6	N3	WK22	G5	FQ285	す.ぎる,-す.ぎる,-す.ぎ,す.ごす,あやま.つ,あやま.ち,よ.ぎる	か	Overdo,Exceed,Go Beyond,Error
税	6	N2	WK21	G5	FQ289		ぜい	Tax,Duty
検	6	N1	WK21	G5	FQ290	しら.べる	けん	Examination,Investigate
常	6	N3	WK17	G5	FQ293	つね,とこ-	じょう	Usual,Ordinary,Normal,Common,Regular,Continually,Always,Long-lasting
状	6	N3	WK22	G5	FQ298		じょう	Status Quo,Conditions,Circumstances,Form,Appearance
営	6	N2	WK22	G5	FQ303	いとな.む,いとな.み	えい	Occupation,Camp,Perform,Build,Conduct (business)
職	6	N3	WK23	G5	FQ305		しょく,そく	Post,Employment,Work
証	6	N1	WK16	G5	FQ306	あかし	しょう	Evidence,Proof,Certificate
可	6		WK18	G5	FQ314	-べ.き,-べ.し	か,こく	Can,Passable,Mustn't,Should Not,Do Not
構	6	N3	WK25	G5	FQ316	かま.える,かま.う	こう	Posture,Build,Pretend
比	6	N2	WK19	G5	FQ329	くら.べる	ひ	Compare,Race,Ratio,Philippines
防	6	N2	WK20	G5	FQ331	ふせ.ぐ	ぼう	Ward Off,Defend,Protect,Resist
断	6	N3	WK21	G5	FQ338	た.つ,ことわ.る,さだ.める	だん	Severance,Decline,Refuse,Apologize,Warn,Dismiss,Prohibit,Decision,Judgement,Cutting
境	6	N2	WK24	G5	FQ346	さかい	きょう,けい	Boundary,Border,Region
規	6	N3	WK23	G5	FQ349		き	Standard,Measure
術	6	N3	WK14	G5	FQ350	すべ	じゅつ	Art,Technique,Skill,Means,Trick,Resources,Magic
護	6	N1	WK23	G5	FQ351	まも.る	ご	Safeguard,Protect
態	6	N1	WK22	G5	FQ353	わざ.と	たい	Attitude,Condition,Figure,Appearance,Voice (of Verbs)
導	6	N2	WK23	G5	FQ354	みちび.く	どう	Guidance,Leading,Conduct,Usher
備	6	N3	WK23	G5	FQ356	そな.える,そな.わる,つぶさ.に	び	Equip,Provision,Preparation
条	6	N1	WK21	G5	FQ363	えだ,すじ	じょう,ちょう,でき	Article,Clause,Item,Stripe,Streak
幹	6	N1	WK23	G5	FQ364	みき	かん	Tree Trunk,Main Part,Talent,Capability
独	6	N1	WK26	G5	FQ365	ひと.り	どく,とく	Single,Alone,Spontaneously,Germany
輸	6	N2	WK24	G5	FQ371		ゆ,しゅ	Transport,Send,Be Inferior
述	6	N2	WK24	G5	FQ379	の.べる	じゅつ	Mention,State,Speak,Relate
率	6	N1	WK20	G5	FQ383	ひき.いる	そつ,りつ,しゅつ	Ratio,Rate,Proportion,%,Factor,Lead,Spearhead,Command
武	6	N2	WK24	G5	FQ387	たけ,たけ.し	ぶ,む	Warrior,Military,Chivalry,Arms
質	6	N4	WK24	G5	FQ389	たち,ただ.す,もと,わりふ	しつ,しち,ち	Substance,Quality,Matter,Temperament
衛	6	N1	WK32	G5	FQ400		えい,え	Defense,Protection
張	6	N1	WK23	G5	FQ403	は.る,-は.り,-ば.り	ちょう	Lengthen,Counter For Bows & Stringed Instruments,Stretch,Spread,Put Up (tent)
限	6	N3	WK25	G5	FQ405	かぎ.る,かぎ.り,-かぎ.り	げん	Limit,Restrict,To Best Of Ability
額	6	N2	WK24	G5	FQ407	ひたい	がく	Forehead,Tablet,Plaque,Framed Picture,Sum,Amount,Volume
義	6	N1	WK21	G5	FQ415		ぎ	Righteousness,Justice,Morality,Honor,Loyalty,Meaning
退	6	N3	WK27	G5	FQ424	しりぞ.く,しりぞ.ける,ひ.く,の.く,の.ける,ど.く	たい	Retreat,Withdraw,Retire,Resign,Repel,Expel,Reject
準	6	N2	WK23	G5	FQ425	じゅん.じる,じゅん.ずる,なぞら.える,のり,ひと.しい,みずもり	じゅん	Semi-,Correspond To,Proportionate To,Conform,Imitate
造	6	N2	WK26	G5	FQ429	つく.る,つく.り,-づく.り	ぞう	Create,Make,Structure,Physique
技	6	N2	WK14	G5	FQ434	わざ	ぎ	Skill,Art,Craft,Ability,Feat,Performance,Vocation,Arts
復	6	N2	WK26	G5	FQ438	また	ふく	Restore,Return To,Revert,Resume
移	6	N2	WK28	G5	FQ448	うつ.る,うつ.す	い	Shift,Move,Change,Drift,Catch (cold, Fire),Pass Into
個	6	N2	WK20	G5	FQ451		こ,か	Individual,Counter For Articles
評	6	N1	WK21	G5	FQ454		ひょう	Evaluate,Criticism,Comment
非	6	N3	WK17	G5	FQ472	あら.ず	ひ	Un-,Mistake,Negative,Injustice,Non-
製	6	N1	WK24	G5	FQ488		せい	Made In...,Manufacture
財	6	N3	WK19	G5	FQ494	たから	ざい,さい,ぞく	Property,Money,Wealth,Assets
識	6	N3	WK17	G5	FQ496	し.る,しる.す	しき	Discriminating,Know,Write
程	6	N3	WK28	G5	FQ514	ほど,-ほど	てい	Extent,Degree,Law,Formula,Distance,Limits,Amount
接	6	N2	WK26	G5	FQ523	つ.ぐ	せつ,しょう	Touch,Contact,Adjoin,Piece Together
授	6	N1	WK26	G5	FQ535	さず.ける,さず.かる	じゅ	Impart,Instruct,Grant,Confer
効	6	N2	WK25	G5	FQ538	き.く,ききめ,なら.う	こう	Merit,Efficacy,Efficiency,Benefit
旧	6	N2	WK36	G5	FQ549	ふる.い,もと	きゅう	Old Times,Old Things,Old Friend,Former,Ex-
師	6	N3	WK23	G5	FQ563	いくさ	し	Expert,Teacher,Master,Model,Exemplar,Army (incl. Counter),War
易	6	N3	WK19	G5	FQ571	やさ.しい,やす.い	えき,い	Easy,Ready To,Simple,Fortune-telling,Divination
券	6	N2	WK28	G5	FQ583		けん	Ticket
破	6	N3	WK35	G5	FQ590	やぶ.る,やぶ.れる,わ.れる	は	Rend,Rip,Tear,Break,Destroy,Defeat,Frustrate
編	6	N2	WK31	G5	FQ591	あ.む,-あ.み	へん	Compilation,Knit,Plait,Braid,Twist,Editing,Completed Poem,Part Of A Book
責	6	N3	WK21	G5	FQ598	せ.める	せき	Blame,Condemn,Censure
修	6	N1	WK28	G5	FQ603	おさ.める,おさ.まる	しゅう,しゅ	Discipline,Conduct Oneself Well,Study,Master
採	6	N2	WK32	G5	FQ607	と.る	さい	Pick,Take,Fetch,Take Up
織	6	N1	WK27	G5	FQ608	お.る,お.り,おり,-おり,-お.り	しょく,しき	Weave,Fabric
故	6	N1	WK26	G5	FQ612	ゆえ,ふる.い,もと	こ	Happenstance,Especially,Intentionally,Reason,Cause,Circumstances,The Late,Therefore,Consequently
弁	6	N1	WK16	G5	FQ619	かんむり,わきま.える,わ.ける,はなびら,あらそ.う	べん,へん	Valve,Petal,Braid,Speech,Dialect,Discrimination,Dispose Of,Distinguish,Conical Cap
因	6	N3	WK17	G5	FQ636	よ.る,ちな.む	いん	Cause,Factor,Be Associated With,Depend On,Be Limited To
富	6	N3	WK31	G5	FQ644	と.む,とみ	ふ,ふう	Wealth,Enrich,Abundant
貿	6	N2	WK36	G5	FQ652		ぼう	Trade,Exchange
講	6	N2	WK35	G5	FQ653		こう	Lecture,Club,Association
素	6	N1	WK21	G5	FQ660	もと	そ,す	Elementary,Principle,Naked,Uncovered
河	6	N2	WK26	G5	FQ663	かわ	か	River
適	6	N3	WK30	G5	FQ670	かな.う	てき	Suitable,Occasional,Rare,Qualified,Capable
婦	6	N3	WK28	G5	FQ671	よめ	ふ	Lady,Woman,Wife,Bride
寄	6	N3	WK29	G5	FQ673	よ.る,-よ.り,よ.せる	き	Draw Near,Stop In,Bring Near,Gather,Collect,Send,Forward
益	6	N1	WK28	G5	FQ674	ま.す	えき,やく	Benefit,Gain,Profit,Advantage
余	6	N3	WK20	G5	FQ680	あま.る,あま.り,あま.す,あんま.り	よ	Too Much,Myself,Surplus,Other,Remainder
禁	6	N2	WK18	G5	FQ681		きん	Prohibition,Ban,Forbid
逆	6	N2	WK28	G5	FQ683	さか,さか.さ,さか.らう	ぎゃく,げき	Inverted,Reverse,Opposite,Wicked
久	6	N2	WK32	G5	FQ688	ひさ.しい	きゅう,く	Long Time,Old Story
妻	6	N3	WK20	G5	FQ691	つま	さい	Wife,Spouse
暴	6	N2	WK19	G5	FQ692	あば.く,あば.れる	ぼう,ばく	Outburst,Rave,Fret,Force,Violence,Cruelty,Outrage
険	6	N3	WK16	G5	FQ707	けわ.しい	けん	Precipitous,Inaccessible Place,Impregnable Position,Steep Place,Sharp Eyes
均	6	N2	WK31	G5	FQ715	なら.す	きん	Level,Average
圧	6	N2	WK20	G5	FQ718	お.す,へ.す,おさ.える,お.さえる	あつ,えん,おう	Pressure,Push,Overwhelm,Oppress,Dominate
許	6	N3	WK18	G5	FQ720	ゆる.す,もと	きょ	Permit,Approve
留	6	N3	WK16	G5	FQ731	と.める,と.まる,とど.める,とど.まる,るうぶる	りゅう,る	Detain,Fasten,Halt,Stop
罪	6	N3	WK20	G5	FQ732	つみ	ざい	Guilt,Sin,Crime,Fault,Blame,Offense
興	6	N1	WK32	G5	FQ734	おこ.る,おこ.す	こう,きょう	Entertain,Revive,Retrieve,Interest,Pleasure
精	6	N3	WK28	G5	FQ752	しら.げる,くわ.しい	せい,しょう	Refined,Ghost,Fairy,Energy,Vitality,Semen,Excellence,Purity,Skill
則	6	N2	WK23	G5	FQ753	のっと.る	そく	Rule,Follow,Based On,Model After
測	6	N2	WK35	G5	FQ761	はか.る	そく	Fathom,Plan,Scheme,Measure
豊	6	N2	WK25	G5	FQ762	ゆた.か,とよ	ほう,ぶ	Bountiful,Excellent,Rich
厚	6	N2	WK20	G5	FQ768	あつ.い,あか	こう	Thick,Heavy,Rich,Kind,Cordial,Brazen,Shameless
略	6	N2	WK29	G5	FQ774	ほぼ,はぶ.く,おか.す,おさ.める,はかりごと,はか.る	りゃく	Abbreviation,Omission,Outline,Shorten,Capture,Plunder
承	6	N2	WK34	G5	FQ775	うけたまわ.る,う.ける	しょう,じょう	Acquiesce,Hear,Listen To,Be Informed,Receive
絶	6	N3	WK28	G5	FQ784	た.える,た.やす,た.つ	ぜつ	Discontinue,Sever,Cut Off,Abstain,Interrupt,Suppress,Be Beyond,Without Match,Peerless,Unparalleled
版	6	N2	WK30	G5	FQ802		はん	Printing Block,Printing Plate,Edition,Impression,Label
損	6	N2	WK34	G5	FQ807	そこ.なう,そこな.う,-そこ.なう,そこ.ねる,-そこ.ねる	そん	Damage,Loss,Disadvantage,Hurt,Injure
仏	6	N2	WK15	G5	FQ819	ほとけ	ぶつ,ふつ	Buddha,The Dead,France
績	6	N2	WK32	G5	FQ820		せき	Exploits,Achievements,Unreeling Cocoons
築	6	N2	WK15	G5	FQ821	きず.く	ちく	Fabricate,Build,Construct
志	6	N1	WK32	G5	FQ823	シリング,こころざ.す,こころざし	し	Intention,Plan,Resolve,Aspire,Motive,Hopes,Shilling
混	6	N2	WK19	G5	FQ824	ま.じる,-ま.じり,ま.ざる,ま.ぜる,こ.む	こん	Mix,Blend,Confuse
居	6	N3	WK25	G5	FQ836	い.る,-い,お.る	きょ,こ	Reside,To Be,Exist,Live With
雑	6	N3	WK32	G5	FQ839	まじ.える,まじ.る	ざつ,ぞう	Miscellaneous
招	6	N3	WK27	G5	FQ840	まね.く	しょう	Beckon,Invite,Summon,Engage
永	6	N2	WK32	G5	FQ846	なが.い	えい	Eternity,Long,Lengthy
刊	6	N2	WK38	G5	FQ855		かん	Publish,Carve,Engrave
像	6	N2	WK13	G5	FQ856		ぞう	Statue,Picture,Image,Figure,Portrait
賛	6	N3	WK32	G5	FQ868	たす.ける,たた.える	さん	Approve,Praise,Title Or Inscription On Picture,Assist,Agree With
犯	6	N3	WK20	G5	FQ874	おか.す	はん,ぼん	Crime,Sin,Offense
布	6	N2	WK19	G5	FQ877	ぬの	ふ	Linen,Cloth,Spread,Distribute
属	6	N1	WK25	G5	FQ912	さかん,つく,やから	ぞく,しょく	Belong,Genus,Subordinate Official,Affiliated
複	6	N2	WK32	G5	FQ915		ふく	Duplicate,Double,Compound,Multiple
似	6	N3	WK31	G5	FQ923	に.る,ひ.る	じ	Becoming,Resemble,Counterfeit,Imitate,Suitable
迷	6	N3	WK27	G5	FQ942	まよ.う	めい	Astray,Be Perplexed,In Doubt,Lost,Err,Illusion
夢	6	N3	WK20	G5	FQ943	ゆめ,ゆめ.みる,くら.い	む,ぼう	Dream,Vision,Illusion
