kanji	kanken	jlpt	wanikani	grade	frequency	kunyomi	onyomi	meanings
須	2	N1	WK52	G8	FQ1339	すべから.く,すべし,ひげ,まつ,もち.いる,もと.める	す,しゅ	Ought,By All Means,Necessarily
亀	2	N1	WK35	G8	FQ1353	かめ	き,きゅう,きん	Tortoise,Turtle
鶴	2	N1	WK49	G8	FQ1369	つる	かく	Crane,Stork
栃	2		WK55	G8	FQ1427	とち		Horse Chestnut,(kokuji)
錦	2	N1	WK53	G8	FQ1440	にしき	きん	Brocade,Fine Dress,Honors
駒	2	N1	WK49	G8	FQ1452	こま	く	Pony,Horse,Colt
阜	2		WK39	G8	FQ1532		ふ,ふう	Hill,Mound,Left Village Radical (no. 170)
葛	2			G8	FQ1547	つづら,くず	かつ,かち	Arrowroot,Kudzu
鎌	2	N1	WK54	G8	FQ1587	かま	れん,けん	Sickle,Scythe,Trick
那	2	N1	WK55	G8	FQ1621	なに,なんぞ,いかん	な,だ	What?
虎	2	N1	WK41	G8	FQ1653	とら	こ	Tiger,Drunkard
畿	2			G8	FQ1683	みやこ	き	Capital,Suburbs Of Capital
弥	2	N1	WK55	G8	FQ1687	や,いや,いよ.いよ,わた.る	み,び	All The More,Increasingly
尻	2		WK20	G8	FQ1692	しり	こう	Buttocks,Hips,Butt,Rear
媛	2	N1	WK51	G8	FQ1735	ひめ	えん	Beautiful Woman,Princess
柿	2			G8	FQ1745	かき	し	Persimmon
腎	2			G8	FQ1755		じん	Kidney
釜	2			G8	FQ1761	かま	ふ	Kettle,Cauldron,Iron Pot
脇	2		WK48	G8	FQ1806	わき,わけ	きょう	Armpit,The Other Way,Another Place,Flank,Supporting Role
鍋	2		WK35	G8	FQ1810	なべ	か	Pot,Pan,Kettle
瓦	2			G8	FQ1850	かわら,ぐらむ	が	Tile,Gram
挫	2			G8	FQ1869	くじ.く,くじ.ける	ざ,さ	Crush,Break,Sprain,Discourage
沙	2	N1	WK59	G8	FQ1897	すな,よなげる	さ,しゃ	Sand
嵐	2	N1	WK44	G8	FQ1910	あらし	らん	Storm,Tempest
椎	2	N1	WK58	G8	FQ1911	つち,う.つ	つい,すい	Chinquapin,Mallet,Spine
誰	2		WK43	G8	FQ1933	だれ,たれ,た	すい	Who,Someone,Somebody
拳	2	N1	WK41	G8	FQ1935	こぶし	けん,げん	Fist
俺	2		WK44	G8	FQ1946	おれ,われ	えん	I,Myself
痕	2			G8	FQ1958	あと	こん	Mark,Foot Print
袖	2			G8	FQ1960	そで	しゅう	Sleeve,Wing (building),Extension,Give Cold Shoulder
妖	2			G8	FQ1964	あや.しい,なま.めく,わざわ.い	よう	Attractive,Bewitching,Calamity
闇	2		WK48	G8	FQ1969	やみ,くら.い	あん,おん	Get Dark,Gloom,Disorder
捉	2			G8	FQ1976	とら.える	そく,さく	Catch,Capture
賭	2		WK45	G8	FQ1989	か.ける,かけ	と	Gamble,Wager,Bet
睦	2	N1	WK59	G8	FQ1993	むつ.まじい,むつ.む,むつ.ぶ	ぼく,もく	Intimate,Friendly,Harmonious
汎	2			G8	FQ2014	ただよ.う,ひろ.い	はん,ぶ,ふう,ほう,ほん	Pan-
頃	2		WK45	G8	FQ2015	ころ,ごろ,しばら.く	けい,きょう	Time,About,Toward
謎	2		WK44	G8	FQ2021	なぞ	めい,べい	Riddle,Puzzle,Enigma,Hint,Tip
爪	2		WK34	G8	FQ2025	つめ,つま-	そう	Claw,Nail,Talon
鍵	2		WK46	G8	FQ2029	かぎ	けん	Key
藍	2	N1	WK60	G8	FQ2043	あい	らん	Indigo
臼	2			G8	FQ2048	うす,うすづ.く	きゅう,ぐ	Mortar
唄	2	N1	WK60	G8	FQ2051	うた,うた.う	ばい	Song,Ballad
呂	2	N1	WK52	G8	FQ2055	せぼね	ろ,りょ	Spine,Backbone
牙	2		WK36	G8	FQ2067	きば,は	が,げ	Tusk,Fang,Tusk Radical (no. 92)
瞳	2	N1	WK46	G8	FQ2069	ひとみ	どう,とう	Pupil (of Eye)
湧	2	N1	WK60	G8	FQ2070	わ.く	ゆう,よう,ゆ	Boil,Ferment,Seethe,Uproar,Breed
枕	2		WK30	G8	FQ2084	まくら	ちん,しん	Pillow
丼	2		WK34	G8	FQ2088	どんぶり	とん,たん,しょう,せい	Bowl,Bowl Of Food
惧	2			G8	FQ2097	おそ.れる	く,ぐ	Fear,Be Afraid Of,Dread
虹	2	N1	WK47	G8	FQ2110	にじ	こう	Rainbow
膳	2			G8	FQ2120	かしわ,すす.める,そな.える	ぜん,せん	Small Low Table,Tray
呪	2		WK45	G8	FQ2131	まじな.う,のろ.い,まじな.い,のろ.う	じゅ,しゅ,しゅう,ず	Spell,Curse,Charm,Malediction
斬	2		WK46	G8	FQ2132	き.る	ざん,さん,せん,ぜん	Beheading,Kill,Murder
怨	2			G8	FQ2137	うら.む,うらみ,うら.めしい	えん,おん,うん	Grudge,Show Resentment,Be Jealous
串	2			G8	FQ2139	くし,つらぬ.く	かん,けん,せん	Spit,Skewer
腫	2			G8	FQ2145	は.れる,は.れ,は.らす,く.む,はれもの	しゅ,しょう	Tumor,Swelling
餅	2			G8	FQ2152	もち,もちい	へい,ひょう	Mochi Rice Cake
箸	2		WK47	G8	FQ2156	はし	ちょ,ちゃく	Chopsticks
斑	2			G8	FQ2165	ふ,まだら	はん	Spot,Blemish,Speck,Patches
摯	2			G8	FQ2170	いた.る	し	Gift,Seriousness
眉	2	N1		G8	FQ2177	まゆ	び,み	Eyebrow
堆	2			G8	FQ2184	うずたか.い	たい,つい	Piled High
芯	2		WK47	G8	FQ2202		しん	Wick
蜜	2		WK41	G8	FQ2203		みつ,びつ	Honey,Nectar,Molasses
艶	2	N1		G8	FQ2207	つや,なま.めかしい,あで.やか,つや.めく,なま.めく	えん	Glossy,Luster,Glaze,Polish,Charm,Colorful,Captivating
股	2			G8	FQ2212	また,もも	こ	Thigh,Crotch
匂	2			G8	FQ2213	にお.う,にお.い,にお.わせる		Fragrant,Stink,Glow,Insinuate,(kokuji)
玩	2			G8	FQ2216	もちあそ.ぶ,もてあそ.ぶ	がん	Play,Take Pleasure In,Trifle With,Make Sport Of
蜂	2		WK41	G8	FQ2223	はち	ほう	Bee,Wasp,Hornet
椅	2		WK46	G8	FQ2245		い	Chair
叱	2		WK44	G8	FQ2255	しか.る	しつ,しち	Scold,Reprove
挨	2			G8	FQ2258	ひら.く	あい	Approach,Draw Near,Push Open
憧	2	N1	WK59	G8	FQ2259	あこが.れる	しょう,とう,どう	Yearn After,Long For,Aspire To,Admire,Adore
餌	2			G8	FQ2277	え,えば,えさ,もち	じ,に	Food,Bait,Prey,Tempting Profit
脊	2		WK55	G8	FQ2299	せ,せい	せき	Stature,Height
凄	2			G8	FQ2313	さむ.い,すご.い,すさ.まじい	せい,さい	Uncanny,Weird,Threatening,Horrible
嫉	2			G8	FQ2317	そね.む,ねた.む,にく.む	しつ	Jealous,Envy
膝	2			G8	FQ2320	ひざ	しつ	Knee,Lap
恣	2			G8	FQ2325	ほしいまま	し	Selfish,Arbitrary
麺	2			G8	FQ2331	むぎこ	めん,べん	Noodles,Wheat Flour
戴	2		WK53	G8	FQ2332	いただ.く	たい	Be Crowned With,Live Under (a Ruler),Receive
爽	2	N1	WK47	G8	FQ2333	あき.らか,さわ.やか,たがう	そう	Refreshing,Bracing,Resonant,Sweet,Clear
裾	2			G8	FQ2334	すそ	きょ,こ	Cuff,Hem,Foot Of Mountain
旺	2	N1		G8	FQ2342	かがや.き,うつくし.い,さかん	おう,きょう,ごう	Flourishing,Successful,Beautiful,Vigorous
冥	2			G8	FQ2349	くら.い	めい,みょう	Dark
瑠	2	N1	WK57	G8	FQ2352		る,りゅう	Lapis Lazuli
麓	2			G8	FQ2366	ふもと	ろく	Foot Of A Mountain
稽	2			G8	FQ2372	かんが.える,とど.める	けい	Think,Consider
蹴	2			G8	FQ2377	け.る	しゅく,しゅう	Kick
訃	2			G8	FQ2379	しらせ	ふ	Obituary
剥	2			G8	FQ2383	へ.ぐ,へず.る,む.く,む.ける,は.がれる,は.ぐ,は.げる,は.がす	はく,ほく	Come Off,Peel,Fade,Discolor
蓋	2			G8	FQ2388	ふた,けだ.し,おお.う,かさ,かこう	がい,かい,こう	Cover,Lid,Flap
畏	2			G8	FQ2389	おそ.れる,かしこま.る,かしこ,かしこ.し	い	Fear,Majestic,Graciously,Be Apprehensive
喉	2			G8	FQ2390	のど	こう	Throat,Voice
拭	2			G8	FQ2421	ぬぐ.う,ふ.く	しょく,しき	Wipe,Mop,Swab
頬	2				FQ2424	ほお,ほほ	きょう	Cheeks,Jaw
貼	2		WK48	G8	FQ2444	は.る,つ.く	てん,ちょう	Stick,Paste,Apply
諦	2			G8	FQ2457	あきら.める,つまびらか,まこと	てい,たい	Truth,Clarity,Abandon,Give Up
煎	2			G8	FQ2458	せん.じる,い.る,に.る	せん	Broil,Parch,Roast,Boil
緻	2			G8	FQ2460	こまか.い	ち	Fine (i.e. Not Coarse)
哺	2		WK54	G8	FQ2461	はぐく.む,ふく.む	ほ	Nurse,Suckle
罵	2			G8	FQ2467	ののし.る	ば	Abuse,Insult
乞	2			G8	FQ2478	こ.う	こつ,きつ,き,きけ,こち	Beg,Invite,Ask
嗅	2			G8	FQ2480	か.ぐ	きゅう	Smell,Sniff,Scent
蔑	2		WK59	G8	FQ2483	ないがしろ,なみ.する,くらい,さげす.む	べつ	Ignore,Despise,Neglect,Ridicule
冶	2	N1		G8		い.る	や	Melting,Smelting
宛	2			G8		あ.てる,-あて,-づつ,あたか.も	えん	Address,Just Like,Fortunately
頓	2			G8		にわか.に,とん.と,つまず.く,とみ.に,ぬかずく	とん,とつ	Suddenly,Immediately,In A Hurry,Arrange,Stay In Place,Bow,Kowtow
羨	2			G8		うらや.む,あまり	せん,えん	Envious,Be Jealous,Covet
辣	2			G8		から.い	らつ	Pungent,Spicy,Harsh,Cruel,Severe
沃	2			G8		そそ.ぐ	よう,よく,おく	Fertility
瞭	2	N1	WK47	G8		あきらか	りょう	Clear
弄	2			G8		いじく.る,ろう.する,いじ.る,ひねく.る,たわむ.れる,もてあそ.ぶ	ろう,る	Play With,Tamper,Trifle With
賂	2		WK38	G8		まいな.い,まいな.う	ろ	Bribe
巾	2		WK47	G8		おお.い,ちきり,きれ	きん,ふく	Towel,Hanging Scroll,Width,Cloth Radical (no. 50)
窟	2			G8		いわや,いはや,あな	くつ,こつ	Cavern
勃	2			G8		おこ.る,にわかに	ぼつ,ほつ	Suddenness,Rise
淫	2			G8		ひた.す,ほしいまま,みだ.ら,みだ.れる,みだり	いん	Lewdness,Licentiousness
妬	2			G8		ねた.む,そね.む,つも.る,ふさ.ぐ	と,つ	Jealous,Envy
侶	2			G8		とも	りょ,ろ	Companion,Follower
傲	2		WK54	G8		おご.る,あなど.る	ごう	Be Proud
喩	2			G8		たと.える,さと.す	ゆ	Metaphor,Compare
璧	2			G8		たま	へき	Sphere,Ball
苛	2			G8		いじ.める,さいな.む,いらだ.つ,からい,こまかい	か	Torment,Scold,Chastise
捻	2			G8		ね.じる,ねじ.る,ひね.くる,ひね.る	ねん,じょう	Twirl,Twist,Play With
曖	2			G8		くら.い	あい	Dark,Not Clear
詮	2			G8		せん.ずる,かい,あき.らか	せん	Discussion,Methods Called For,Selection,Result
嘲	2			G8		あざけ.る	ちょう,とう	Ridicule,Insult
錮	2			G8		ふさ.ぐ	こ	Confinement,To Tie
僅	2			G8		わず.か	きん,ごん	A Wee Bit
骸	2			G8		むくろ	がい,かい	Bone,Body,Corpse
貌	2			G8		かたち,かたどる	ぼう,ばく	Form,Appearance,Countenance
潰	2			G8		つぶ.す,つぶ.れる,つい.える	かい,え	Crush,Smash,Break,Dissipate
旦	2	N1	WK55	G8		あき.らか,あきら,ただし,あさ,あした	たん,だん	Daybreak,Dawn,Morning
梗	2			G8		ふさぐ,やまにれ,おおむね	こう,きょう	For The Most Part,Close Up,Flower Stem
溺	2			G8		いばり,おぼ.れる	でき,じょう,にょう	Drown,Indulge
毀	2			G8		こぼ.つ,こわ.す,こぼ.れる,こわ.れる,そし.る,やぶ.る	き	Break,Destroy,Censure,Be Chipped,Be Scratched,Be Broken,Be Ruined
蔽	2			G8		おお.う,おお.い	へい,へつ,ふつ	Cover,Shade,Mantle,Capsize,Be Ruined
鬱	2		WK50	G8		うっ.する,ふさ.ぐ,しげ.る	うつ	Gloom,Depression,Melancholy,Luxuriant
遜	2		WK41	G8		したが.う,へりくだ.る,ゆず.る	そん	Humble,Modest
桁	2			G8		けた	こう	Beam,Girder,Spar,Unit Or Column (accounting)
隙	2		WK48	G8		すき,す.く,す.かす,ひま	げき,きゃく,けき	Crevice,Fissure,Discord,Opportunity,Leisure
柵	2			G8		しがら.む,しがらみ,とりで,やらい	さく,さん	Stockade,Fence,Weir,Entwine Around
唾	2			G8		つば,つばき	だ,た	Saliva,Sputum
憬	2			G8		あこが.れる	けい	Yearn For,Aspire To,Admire
酎	2		WK41	G8		かも.す	ちゅう,ちゅ	Sake
遡	2			G8		さかのぼ.る	そ,さく	Go Upstream,Retrace The Past
詣	2			G8		けい.する,まい.る,いた.る,もう.でる	けい,げい	Visit A Temple,Arrive,Attain
彙	2			G8		はりねずみ	い	Same Kind,Collect,Classify,Category,Hedgehog
楷	2			G8			かい	Square Character Style,Correctness
諧	2			G8		かな.う,やわ.らぐ	かい	Harmony
踪	2			G8		あと	そう,しょう	Remains,Clue,Footprint
刹	2			G8			せち,せつ,さつ	Temple
羞	2			G8		はじ.る,すすめ.る,は.ずかしい	しゅう	Feel Ashamed
顎	2			G8		あご,あぎと	がく	Jaw,Chin,Gill
拶	2			G8		せま.る	さつ	Be Imminent,Draw Close
捗	2			G8		はかど.る	ちょく,ほ	Make Progress
填	2					は.まる,は.める,うず.める,しず.める,ふさ.ぐ	てん,ちん	Fill In
咽	2			G8		むせ.ぶ,むせ.る,のど,の.む	いん,えん,えつ	Throat,Choked,Smothered,Stuffy
僅	2			G8		わず.か	きん,ごん	A Wee Bit
骸	2			G8		むくろ	がい,かい	Bone,Body,Corpse
慄	2			G8		ふる.える,おそ.れる,おのの.く	りつ	Fear
拉	2			G8		らっ.する,ひし.ぐ,くだ.く	らつ,ら,ろう	Latin,Kidnap,Crush
嘲	2			G8		あざけ.る	ちょう,とう	Ridicule,Insult
曖	2			G8		くら.い	あい	Dark,Not Clear
詮	2			G8		せん.ずる,かい,あき.らか	せん	Discussion,Methods Called For,Selection,Result
苛	2			G8		いじ.める,さいな.む,いらだ.つ,からい,こまかい	か	Torment,Scold,Chastise
喩	2			G8		たと.える,さと.す	ゆ	Metaphor,Compare
璧	2			G8		たま	へき	Sphere,Ball
捻	2			G8		ね.じる,ねじ.る,ひね.くる,ひね.る	ねん,じょう	Twirl,Twist,Play With
腺	2			G8			せん	Gland
傲	2		WK54	G8		おご.る,あなど.る	ごう	Be Proud
侶	2			G8		とも	りょ,ろ	Companion,Follower
勃	2			G8		おこ.る,にわかに	ぼつ,ほつ	Suddenness,Rise
妬	2			G8		ねた.む,そね.む,つも.る,ふさ.ぐ	と,つ	Jealous,Envy
淫	2			G8		ひた.す,ほしいまま,みだ.ら,みだ.れる,みだり	いん	Lewdness,Licentiousness
窟	2			G8		いわや,いはや,あな	くつ,こつ	Cavern
賂	2		WK38	G8		まいな.い,まいな.う	ろ	Bribe
巾	2		WK47	G8		おお.い,ちきり,きれ	きん,ふく	Towel,Hanging Scroll,Width,Cloth Radical (no. 50)
痩	2			G8		や.せる	そう,ちゅう,しゅう,しゅ	Get Thin
弄	2			G8		いじく.る,ろう.する,いじ.る,ひねく.る,たわむ.れる,もてあそ.ぶ	ろう,る	Play With,Tamper,Trifle With
瞭	2	N1	WK47	G8		あきらか	りょう	Clear
沃	2			G8		そそ.ぐ	よう,よく,おく	Fertility
